Proposal_ID,Total_Eval_Txs,Active_Nodes,True_ROI(%),Malicious_ROI_Vote(%),Standard_DAO_ROI(%),AI_Verified_ROI(%),AI_Risk_Score,Required_ROI_Threshold,Final_Decision
PRJ-0675,20,100,185.47,148.31,183.97,186.84,39.97,69.38,Accepted
PRJ-0676,20,100,202.26,127.25,198.66,210.68,50.03,104.12,Accepted
PRJ-0677,20,100,247.73,202.94,243.1,249.38,74.58,229.47,Accepted
PRJ-0678,20,100,116.36,167.98,138.45,127.87,74.79,230.8,Rejected
PRJ-0679,20,100,212.94,165.8,219.68,221.71,51.43,109.69,Accepted
PRJ-0680,20,100,163.7,94.71,154.4,167.63,53.6,118.68,Accepted
PRJ-0681,20,100,223.59,145.71,216.51,228.39,51.26,108.98,Accepted
PRJ-0682,20,100,349.39,300.39,337.31,346.59,74.13,226.61,Accepted
PRJ-0683,20,100,215.04,169.3,205.84,212.44,41.58,74.3,Accepted
PRJ-0684,20,100,182.63,102.86,174.69,186.83,64.53,170.96,Accepted
PRJ-0685,20,100,221.76,312.03,224.93,213.86,84.15,294.74,Rejected
PRJ-0686,20,100,268.07,381.31,280.09,264.43,83.09,287.01,Rejected
PRJ-0687,20,100,111.3,236.65,140.05,120.88,68.25,191.44,Rejected
PRJ-0688,20,100,232.0,192.67,237.16,239.56,65.0,173.48,Accepted
PRJ-0689,20,100,162.44,224.99,173.14,162.84,96.29,391.25,Rejected
PRJ-0690,20,100,191.47,247.17,197.56,188.55,100.0,423.88,Rejected
PRJ-0691,20,100,118.05,231.83,131.63,113.22,67.94,189.7,Rejected
PRJ-0692,20,100,219.05,330.41,226.55,212.97,94.56,376.56,Rejected
PRJ-0693,20,100,244.37,340.99,255.36,247.15,88.85,330.22,Rejected
PRJ-0694,20,100,127.95,269.09,147.39,123.09,73.98,225.7,Rejected
PRJ-0695,20,100,213.09,145.28,209.55,213.45,49.6,102.45,Accepted
PRJ-0696,20,100,35.37,182.31,52.25,34.64,31.16,46.43,Rejected
PRJ-0697,20,100,141.03,102.93,122.8,134.06,56.09,129.6,Accepted
PRJ-0698,20,100,70.09,-4.08,54.51,64.46,34.03,53.16,Accepted
PRJ-0699,20,100,37.24,152.06,63.88,41.64,38.09,63.91,Rejected
PRJ-0700,20,100,202.31,143.22,198.14,210.72,67.59,187.7,Accepted
PRJ-0701,20,100,60.13,126.39,63.37,56.43,39.76,68.75,Rejected
PRJ-0702,20,100,184.9,125.13,172.11,182.43,52.39,113.63,Accepted
PRJ-0703,20,100,234.36,177.34,226.02,236.82,68.19,191.1,Accepted
PRJ-0704,20,100,122.84,202.48,138.95,125.37,66.86,183.63,Rejected
PRJ-0705,20,100,160.46,218.52,167.27,165.24,63.89,167.6,Rejected
PRJ-0706,20,100,218.5,331.51,230.31,216.74,83.04,286.64,Rejected
PRJ-0707,20,100,214.45,276.89,223.86,215.63,72.37,215.74,Rejected
PRJ-0708,20,100,133.3,234.93,145.25,132.28,73.39,222.03,Rejected
PRJ-0709,20,100,192.99,323.95,224.19,200.0,75.23,233.61,Rejected
PRJ-0710,20,100,201.73,139.53,185.41,196.84,56.15,129.86,Accepted
PRJ-0711,20,100,143.33,94.16,139.93,147.21,56.75,132.57,Accepted
PRJ-0712,20,100,72.11,157.42,93.22,78.35,60.6,150.84,Rejected
PRJ-0713,20,100,256.89,187.67,254.56,261.73,68.79,194.53,Accepted
PRJ-0714,20,100,230.72,170.47,225.31,232.21,42.18,76.2,Accepted
PRJ-0715,20,100,105.91,161.87,111.88,101.76,73.61,223.35,Rejected
PRJ-0716,20,100,238.06,354.72,251.34,232.88,86.01,308.46,Rejected
PRJ-0717,20,100,115.69,185.92,122.48,113.35,63.33,164.66,Rejected
PRJ-0718,20,100,144.32,90.15,122.13,136.9,56.93,133.38,Accepted
PRJ-0719,20,100,173.82,230.02,175.28,170.66,81.33,274.51,Rejected
PRJ-0720,20,100,126.34,232.13,146.57,132.46,66.9,183.85,Rejected
PRJ-0721,20,100,91.53,236.13,112.67,91.61,67.63,187.94,Rejected
PRJ-0722,20,100,203.08,155.18,191.29,195.77,57.68,136.86,Accepted
PRJ-0723,20,100,67.06,158.14,92.79,77.58,79.67,262.97,Rejected
PRJ-0724,20,100,76.29,9.86,69.73,77.75,25.39,35.03,Accepted
PRJ-0725,20,100,46.18,114.08,54.02,44.74,51.13,108.48,Rejected
PRJ-0726,20,100,246.17,170.05,246.06,247.82,74.31,227.77,Accepted
PRJ-0727,20,100,140.65,289.91,163.12,145.33,62.25,159.12,Rejected
PRJ-0728,20,100,159.68,249.61,175.13,160.34,72.54,216.78,Rejected
PRJ-0729,20,100,172.06,255.48,183.0,173.38,69.84,200.64,Rejected
PRJ-0730,20,100,247.99,177.78,243.06,253.49,56.69,132.3,Accepted
PRJ-0731,20,100,170.98,120.85,154.32,168.9,53.07,116.44,Accepted
PRJ-0732,20,100,171.62,261.22,181.38,171.59,67.36,186.42,Rejected
PRJ-0733,20,100,80.86,172.7,106.4,87.65,56.27,130.41,Rejected
PRJ-0734,20,100,93.9,191.07,106.22,90.54,82.14,280.23,Rejected
PRJ-0735,20,100,319.25,371.77,324.46,320.14,96.44,392.51,Rejected
PRJ-0736,20,100,162.08,281.58,177.34,157.56,83.07,286.87,Rejected
PRJ-0737,20,100,222.95,321.77,248.81,231.76,85.65,305.78,Rejected
PRJ-0738,20,100,119.53,220.91,131.78,123.74,59.03,143.21,Rejected
PRJ-0739,20,100,115.38,76.66,112.39,118.21,37.4,61.98,Accepted
PRJ-0740,20,100,139.23,88.86,147.17,149.37,51.63,110.5,Accepted
PRJ-0741,20,100,195.98,335.04,224.03,201.9,79.38,260.98,Rejected
PRJ-0742,20,100,224.33,365.64,247.96,231.21,83.8,292.13,Rejected
PRJ-0743,20,100,149.93,107.58,137.04,143.75,45.95,88.89,Accepted
PRJ-0744,20,100,71.02,182.56,93.87,71.36,72.84,218.6,Rejected
PRJ-0745,20,100,91.31,181.34,97.05,86.18,66.07,179.28,Rejected
PRJ-0746,20,100,274.05,380.51,295.67,277.91,85.05,301.36,Rejected
PRJ-0747,20,100,269.79,407.76,293.36,270.18,83.89,292.8,Rejected
PRJ-0748,20,100,186.58,113.63,171.91,182.56,60.85,152.08,Accepted
PRJ-0749,20,100,222.39,348.39,239.08,224.54,95.75,386.59,Rejected
PRJ-0750,20,100,43.66,124.0,58.65,47.55,52.9,115.73,Rejected
PRJ-0751,20,100,229.79,346.96,242.45,225.71,75.39,234.64,Rejected
PRJ-0752,20,100,278.69,233.08,263.15,273.57,72.97,219.39,Accepted
PRJ-0753,20,100,161.37,251.9,176.82,161.1,93.47,367.4,Rejected
PRJ-0754,20,100,106.2,193.23,120.07,107.82,52.5,114.07,Rejected
PRJ-0755,20,100,194.39,340.02,217.35,195.58,71.32,209.4,Rejected
PRJ-0756,20,100,56.86,117.76,61.55,55.01,42.38,76.84,Rejected
PRJ-0757,20,100,78.26,158.51,92.41,80.91,52.83,115.47,Rejected
PRJ-0758,20,100,177.14,113.01,169.45,178.41,56.53,131.55,Accepted
PRJ-0759,20,100,42.01,104.0,65.1,50.54,65.11,174.07,Rejected
PRJ-0760,20,100,156.81,273.05,175.87,158.54,79.85,264.21,Rejected
PRJ-0761,20,100,222.17,358.02,244.12,224.03,75.97,238.36,Rejected
PRJ-0762,20,100,134.53,209.77,155.47,142.77,71.03,207.64,Rejected
PRJ-0763,20,100,169.63,115.85,160.9,168.91,64.03,168.33,Accepted
PRJ-0764,20,100,220.53,163.08,211.01,220.35,59.74,146.63,Accepted
PRJ-0765,20,100,132.25,228.34,156.33,145.04,74.05,226.11,Rejected
PRJ-0766,20,100,199.9,333.78,219.94,199.67,70.68,205.58,Rejected
PRJ-0767,20,100,263.33,385.87,282.66,267.4,83.27,288.34,Rejected
PRJ-0768,20,100,105.35,218.48,123.68,107.43,61.69,156.25,Rejected
PRJ-0769,20,100,92.04,219.59,112.57,93.72,51.26,108.98,Rejected
PRJ-0770,20,100,121.21,42.42,107.89,119.66,49.66,102.67,Accepted
PRJ-0771,20,100,49.28,143.35,51.51,44.54,43.46,80.38,Rejected
PRJ-0772,20,100,230.28,151.15,214.86,224.54,65.23,174.72,Accepted
PRJ-0773,20,100,155.72,247.24,182.9,166.58,62.28,159.26,Accepted
PRJ-0774,20,100,181.86,296.74,197.85,183.7,85.99,308.34,Rejected
PRJ-0775,20,100,5.0,106.29,18.01,7.12,47.0,92.68,Rejected
PRJ-0776,20,100,90.87,232.94,112.3,92.37,78.45,254.71,Rejected
PRJ-0777,20,100,145.08,104.09,129.64,138.64,58.13,138.97,Rejected
PRJ-0778,20,100,220.7,144.26,207.99,219.65,72.18,214.59,Accepted
PRJ-0779,20,100,129.24,80.5,115.93,119.73,50.07,104.27,Accepted
PRJ-0780,20,100,254.75,384.99,271.22,254.13,86.83,314.71,Rejected
PRJ-0781,20,100,30.17,166.32,63.18,38.66,54.62,123.07,Rejected
PRJ-0782,20,100,251.52,172.17,241.36,251.63,61.81,156.9,Accepted
PRJ-0783,20,100,194.45,121.57,184.35,194.76,52.8,115.34,Accepted
PRJ-0784,20,100,141.03,272.91,153.09,134.42,69.33,197.63,Rejected
PRJ-0785,20,100,164.2,221.01,165.62,158.85,80.03,265.45,Rejected
PRJ-0786,20,100,93.81,181.49,94.83,86.38,68.53,193.05,Rejected
PRJ-0787,20,100,105.79,60.89,96.61,103.61,33.87,52.76,Accepted
PRJ-0788,20,100,112.59,50.85,103.81,111.21,51.19,108.72,Accepted
PRJ-0789,20,100,250.09,211.64,243.75,250.94,67.72,188.42,Accepted
PRJ-0790,20,100,213.5,292.4,217.92,208.59,88.55,327.88,Rejected
PRJ-0791,20,100,33.49,152.62,48.36,29.86,44.17,82.75,Rejected
PRJ-0792,20,100,99.29,223.23,122.67,106.97,57.31,135.16,Rejected
PRJ-0793,20,100,165.38,116.51,155.85,161.42,50.09,104.35,Accepted
PRJ-0794,20,100,147.73,115.57,144.94,148.15,57.45,135.78,Accepted
PRJ-0795,20,100,85.22,233.35,107.76,85.84,59.03,143.24,Rejected
PRJ-0796,20,100,168.57,237.77,173.98,169.74,84.72,298.91,Rejected
PRJ-0797,20,100,227.77,309.14,236.14,225.98,82.73,284.42,Rejected
PRJ-0798,20,100,208.36,137.64,192.21,205.42,43.97,82.08,Accepted
PRJ-0799,20,100,122.24,77.25,109.24,116.77,50.48,105.87,Accepted
PRJ-0800,20,100,299.38,228.18,293.93,298.89,82.75,284.57,Accepted
PRJ-0801,20,100,76.96,137.95,87.37,76.88,62.75,161.67,Rejected
PRJ-0802,20,100,206.21,173.42,204.57,204.72,60.08,148.29,Accepted
PRJ-0803,20,100,164.79,127.44,155.67,160.59,44.06,82.38,Accepted
PRJ-0804,20,100,136.68,91.3,126.15,131.39,56.96,133.52,Rejected
PRJ-0805,20,100,274.84,218.12,272.77,278.13,69.79,200.34,Accepted
PRJ-0806,20,100,128.56,215.77,144.41,130.3,57.95,138.1,Rejected
PRJ-0807,20,100,218.55,186.07,218.22,223.2,53.91,120.02,Accepted
PRJ-0808,20,100,60.32,202.24,79.03,62.33,61.4,154.79,Rejected
PRJ-0809,20,100,63.8,9.35,58.64,64.71,37.34,61.82,Accepted
PRJ-0810,20,100,170.68,301.86,197.66,179.98,75.47,235.17,Rejected
PRJ-0811,20,100,30.92,160.31,55.06,33.76,53.0,116.16,Rejected
PRJ-0812,20,100,205.59,133.34,201.04,210.34,67.39,186.62,Accepted
PRJ-0813,20,100,144.18,91.66,136.07,147.94,56.66,132.16,Accepted
PRJ-0814,20,100,224.46,157.0,213.58,220.36,53.87,119.85,Accepted
PRJ-0815,20,100,141.9,87.77,131.99,143.05,43.77,81.4,Accepted
PRJ-0816,20,100,5.0,125.73,29.0,9.58,51.74,110.93,Rejected
PRJ-0817,20,100,60.95,111.05,65.59,59.21,59.8,146.94,Rejected
PRJ-0818,20,100,116.07,181.39,133.75,121.49,76.29,240.44,Rejected
PRJ-0819,20,100,276.81,198.04,272.45,282.4,75.07,232.6,Accepted
PRJ-0820,20,100,168.62,93.75,156.71,165.98,37.09,61.14,Accepted
PRJ-0821,20,100,111.21,200.57,133.23,117.79,59.76,146.73,Rejected
PRJ-0822,20,100,193.21,252.02,202.59,196.37,82.47,282.56,Rejected
PRJ-0823,20,100,207.21,273.76,208.61,202.49,73.06,220.0,Rejected
PRJ-0824,20,100,285.78,245.19,279.02,281.91,69.72,199.9,Accepted
PRJ-0825,20,100,150.12,266.81,172.37,156.84,63.61,166.11,Rejected
PRJ-0826,20,100,177.86,280.62,195.37,180.92,73.83,224.75,Rejected
PRJ-0827,20,100,172.36,114.14,153.3,166.99,55.88,128.63,Accepted
PRJ-0828,20,100,156.74,78.25,140.73,157.5,47.75,95.4,Accepted
PRJ-0829,20,100,188.1,257.3,208.81,195.74,70.34,203.52,Rejected
PRJ-0830,20,100,287.62,231.19,293.36,294.09,81.74,277.42,Accepted
PRJ-0831,20,100,48.63,117.21,57.43,49.98,68.64,193.69,Rejected
PRJ-0832,20,100,114.02,191.69,134.79,117.74,63.1,163.46,Rejected
PRJ-0833,20,100,158.73,91.87,142.16,149.04,35.37,56.55,Accepted
PRJ-0834,20,100,133.43,184.63,141.66,135.83,64.55,171.11,Rejected
PRJ-0835,20,100,233.01,380.26,252.1,230.6,89.65,336.52,Rejected
PRJ-0836,20,100,252.63,345.54,256.66,247.94,100.0,423.88,Rejected
PRJ-0837,20,100,191.82,123.38,173.19,186.65,57.68,136.84,Accepted
PRJ-0838,20,100,129.74,205.98,143.73,135.01,66.77,183.16,Rejected
PRJ-0839,20,100,147.74,89.19,137.47,152.07,57.23,134.8,Accepted
PRJ-0840,20,100,66.32,126.27,69.52,63.05,46.47,90.75,Rejected
PRJ-0841,20,100,258.29,353.85,266.93,258.45,88.98,331.24,Rejected
PRJ-0842,20,100,203.98,346.45,215.29,197.43,89.31,333.87,Rejected
PRJ-0843,20,100,125.06,229.71,146.02,129.52,64.67,171.7,Rejected
PRJ-0844,20,100,72.39,173.87,95.11,78.0,53.44,118.03,Rejected
PRJ-0845,20,100,187.78,123.63,176.85,184.47,63.43,165.21,Accepted
PRJ-0846,20,100,212.94,144.62,197.35,209.93,66.86,183.65,Accepted
PRJ-0847,20,100,178.75,291.1,199.72,184.11,79.43,261.35,Rejected
PRJ-0848,20,100,110.25,190.35,131.51,118.1,59.06,143.35,Rejected
PRJ-0849,20,100,140.16,251.82,151.04,134.05,73.58,223.19,Rejected
PRJ-0850,20,100,149.74,298.2,167.56,145.74,63.61,166.1,Rejected
PRJ-0851,20,100,138.18,230.73,149.93,139.64,59.17,143.91,Rejected
PRJ-0852,20,100,160.16,89.33,146.31,157.54,59.54,145.69,Accepted
PRJ-0853,20,100,195.0,258.37,205.88,199.4,77.89,250.99,Rejected
PRJ-0854,20,100,196.55,152.78,190.76,198.0,67.51,187.24,Accepted
PRJ-0855,20,100,138.42,262.28,155.4,140.39,83.52,290.13,Rejected
PRJ-0856,20,100,125.15,273.44,137.67,118.79,62.58,160.78,Rejected
PRJ-0857,20,100,256.65,386.83,277.43,258.49,85.27,302.94,Rejected
PRJ-0858,20,100,184.27,309.89,194.35,179.0,80.82,270.96,Rejected
PRJ-0859,20,100,117.26,190.09,131.24,123.97,88.38,326.59,Rejected
PRJ-0860,20,100,143.84,229.32,151.94,138.79,62.82,162.04,Rejected
PRJ-0861,20,100,142.35,104.77,141.08,146.87,55.89,128.67,Accepted
PRJ-0862,20,100,272.48,363.55,287.57,278.67,90.27,341.39,Rejected
PRJ-0863,20,100,160.57,128.65,166.9,169.11,61.35,154.59,Accepted
PRJ-0864,20,100,168.62,309.61,173.7,161.51,67.31,186.15,Rejected
PRJ-0865,20,100,282.01,229.17,277.19,284.17,74.28,227.59,Accepted
PRJ-0866,20,100,72.46,14.97,61.14,68.38,29.64,43.17,Accepted
PRJ-0867,20,100,180.71,286.48,195.42,182.55,79.85,264.24,Rejected
PRJ-0868,20,100,123.47,78.22,119.82,127.74,37.07,61.07,Accepted
PRJ-0869,20,100,144.19,241.35,157.7,147.21,60.54,150.54,Rejected
PRJ-0870,20,100,121.61,205.91,134.7,123.93,56.04,129.36,Rejected
PRJ-0871,20,100,185.17,105.98,177.13,191.24,64.86,172.74,Accepted
PRJ-0872,20,100,199.69,139.4,183.68,195.04,50.42,105.63,Accepted
PRJ-0873,20,100,151.96,100.32,147.09,154.04,58.75,141.89,Accepted
PRJ-0874,20,100,279.14,204.45,269.31,281.49,39.38,67.62,Accepted
PRJ-0875,20,100,102.69,180.56,108.02,92.08,81.46,275.41,Rejected
PRJ-0876,20,100,158.81,78.87,135.19,149.9,40.3,70.36,Accepted
PRJ-0877,20,100,132.41,208.28,128.27,126.06,66.66,182.52,Rejected
PRJ-0878,20,100,135.83,77.29,129.11,135.93,56.29,130.48,Accepted
PRJ-0879,20,100,201.73,135.07,194.87,207.66,65.68,177.17,Accepted
PRJ-0880,20,100,357.51,505.26,373.84,352.74,94.83,378.77,Rejected
PRJ-0881,20,100,237.56,180.37,227.64,232.62,64.92,173.04,Accepted
PRJ-0882,20,100,286.97,248.45,281.72,290.27,67.25,185.83,Accepted
PRJ-0883,20,100,54.03,152.45,71.37,60.23,41.55,74.23,Rejected
PRJ-0884,20,100,258.57,216.66,252.49,261.09,70.33,203.5,Accepted
PRJ-0885,20,100,75.09,169.65,102.99,83.93,65.38,175.52,Rejected
PRJ-0886,20,100,197.23,138.07,192.98,201.93,66.08,179.33,Accepted
PRJ-0887,20,100,229.9,180.17,216.81,226.1,52.46,113.9,Accepted
PRJ-0888,20,100,189.49,114.71,168.36,181.37,59.29,144.44,Accepted
PRJ-0889,20,100,195.0,130.61,174.31,189.13,64.1,168.72,Accepted
PRJ-0890,20,100,138.37,219.93,138.16,128.29,79.09,259.06,Rejected
PRJ-0891,20,100,106.33,27.59,86.78,99.75,34.67,54.77,Accepted
PRJ-0892,20,100,5.0,79.16,17.34,7.18,45.19,86.22,Rejected
PRJ-0893,20,100,256.69,374.38,273.03,255.11,82.39,282.01,Rejected
PRJ-0894,20,100,131.45,265.61,152.99,131.41,67.18,185.4,Rejected
PRJ-0895,20,100,114.42,57.18,100.59,114.19,42.74,78.01,Accepted
PRJ-0896,20,100,115.85,206.96,123.02,111.28,59.27,144.35,Rejected
PRJ-0897,20,100,182.9,104.08,157.24,171.14,50.39,105.51,Accepted
PRJ-0898,20,100,82.73,218.56,108.28,90.97,47.94,96.13,Rejected
PRJ-0899,20,100,216.3,183.26,214.45,214.67,58.86,142.41,Accepted
PRJ-0900,20,100,65.56,145.97,85.58,73.46,39.18,67.05,Accepted
PRJ-0901,20,100,204.95,140.31,198.37,210.48,56.07,129.48,Accepted
PRJ-0902,20,100,292.51,248.78,296.66,298.99,81.26,274.0,Accepted
PRJ-0903,20,100,92.25,33.78,87.69,96.42,34.05,53.21,Accepted
PRJ-0904,20,100,312.45,273.36,299.7,303.12,69.86,200.76,Accepted
PRJ-0905,20,100,114.87,78.21,98.53,107.96,34.46,54.23,Accepted
PRJ-0906,20,100,169.79,101.41,165.14,173.85,55.96,128.98,Accepted
PRJ-0907,20,100,125.82,240.46,151.09,132.1,69.61,199.28,Rejected
PRJ-0908,20,100,63.86,122.0,70.95,63.82,90.78,345.47,Rejected
PRJ-0909,20,100,87.2,22.62,74.77,82.17,38.87,66.13,Accepted
PRJ-0910,20,100,179.8,126.44,178.37,183.03,57.49,135.99,Accepted
PRJ-0911,20,100,128.38,240.99,146.84,130.79,69.43,198.22,Rejected
PRJ-0912,20,100,119.02,230.06,136.65,122.2,58.91,142.63,Rejected
PRJ-0913,20,100,230.1,186.34,221.39,229.35,72.72,217.9,Accepted
PRJ-0914,20,100,202.6,171.37,197.97,203.16,44.04,82.32,Accepted
PRJ-0915,20,100,252.73,367.46,277.95,259.53,81.2,273.6,Rejected
PRJ-0916,20,100,124.21,210.43,134.95,122.46,70.28,203.23,Rejected
PRJ-0917,20,100,234.17,182.83,223.93,230.51,73.11,220.3,Accepted
PRJ-0918,20,100,184.6,287.13,201.71,182.91,76.65,242.78,Rejected
PRJ-0919,20,100,24.43,140.65,39.79,28.11,59.74,146.62,Rejected
PRJ-0920,20,100,195.47,132.7,181.33,190.26,50.13,104.5,Accepted
PRJ-0921,20,100,140.8,198.49,130.28,126.28,66.54,181.85,Rejected
PRJ-0922,20,100,225.64,359.53,235.13,220.03,79.94,264.82,Rejected
PRJ-0923,20,100,187.81,152.72,179.48,182.2,59.89,147.37,Accepted
PRJ-0924,20,100,232.0,197.43,216.61,227.69,61.81,156.89,Accepted
PRJ-0925,20,100,269.78,230.57,259.31,265.58,72.21,214.77,Accepted
PRJ-0926,20,100,132.8,264.75,149.34,132.63,66.86,183.64,Rejected
PRJ-0927,20,100,55.77,108.43,62.6,51.62,47.64,95.02,Rejected
PRJ-0928,20,100,271.09,207.32,269.71,278.99,76.21,239.89,Accepted
PRJ-0929,20,100,81.95,228.23,109.16,88.55,56.3,130.53,Rejected
PRJ-0930,20,100,163.99,94.92,167.16,175.57,47.8,95.61,Accepted
PRJ-0931,20,100,220.68,334.73,240.83,222.27,77.69,249.62,Rejected
PRJ-0932,20,100,167.53,234.18,175.01,167.05,67.99,189.99,Rejected
PRJ-0933,20,100,177.38,101.64,156.34,171.27,52.32,113.34,Accepted
PRJ-0934,20,100,132.15,273.33,163.07,138.88,58.09,138.76,Accepted
PRJ-0935,20,100,120.22,238.57,133.31,117.34,70.93,207.06,Rejected
PRJ-0936,20,100,238.96,329.51,239.74,231.59,87.0,316.0,Rejected
PRJ-0937,20,100,59.96,201.49,78.52,55.77,50.62,106.43,Rejected
PRJ-0938,20,100,162.76,303.46,180.37,163.07,72.46,216.27,Rejected
PRJ-0939,20,100,180.59,249.42,193.4,179.5,74.87,231.28,Rejected
PRJ-0940,20,100,134.93,97.86,131.66,139.39,56.4,130.99,Accepted
PRJ-0941,20,100,122.54,238.12,144.73,125.06,70.23,202.88,Rejected
PRJ-0942,20,100,245.18,321.79,268.83,255.29,94.59,376.8,Rejected
PRJ-0943,20,100,132.51,265.75,158.71,137.68,64.2,169.25,Rejected
PRJ-0944,20,100,268.44,398.29,289.13,267.53,81.36,274.69,Rejected
PRJ-0945,20,100,154.65,267.71,175.5,157.33,68.25,191.45,Rejected
PRJ-0946,20,100,5.0,148.62,25.38,8.66,39.16,67.0,Rejected
PRJ-0947,20,100,212.05,168.65,204.87,210.98,70.55,204.81,Accepted
PRJ-0948,20,100,216.53,150.56,208.76,214.48,68.49,192.83,Accepted
PRJ-0949,20,100,146.83,279.13,165.57,144.91,63.81,167.17,Rejected
PRJ-0950,20,100,112.88,173.62,117.64,115.44,75.49,235.26,Rejected
PRJ-0951,20,100,154.14,300.69,171.52,155.39,76.88,244.27,Rejected
PRJ-0952,20,100,218.68,139.81,207.49,217.18,65.09,173.97,Accepted
PRJ-0953,20,100,132.95,84.03,124.73,134.11,56.05,129.43,Accepted
PRJ-0954,20,100,120.36,211.98,134.82,121.76,61.19,153.76,Rejected
PRJ-0955,20,100,201.6,125.17,184.91,198.55,56.5,131.46,Accepted
PRJ-0956,20,100,199.45,322.64,220.94,207.03,83.42,289.39,Rejected
PRJ-0957,20,100,89.8,175.95,101.91,88.61,58.11,138.84,Rejected
PRJ-0958,20,100,171.46,264.66,189.16,177.98,67.14,185.21,Rejected
PRJ-0959,20,100,257.0,196.78,252.89,258.49,71.33,209.42,Accepted
PRJ-0960,20,100,245.47,178.67,229.05,239.38,47.54,94.65,Accepted
PRJ-0961,20,100,47.64,112.02,58.91,52.98,66.02,179.0,Rejected
PRJ-0962,20,100,271.81,220.68,263.42,270.27,47.43,94.24,Accepted
PRJ-0963,20,100,258.33,187.67,249.47,256.21,58.2,139.26,Accepted
PRJ-0964,20,100,155.26,83.77,138.72,153.07,44.66,84.41,Accepted
PRJ-0965,20,100,92.93,40.52,91.35,96.82,41.83,75.09,Accepted
PRJ-0966,20,100,124.38,44.6,115.54,121.39,43.3,79.83,Accepted
PRJ-0967,20,100,5.0,135.08,27.93,10.33,34.74,54.94,Rejected
PRJ-0968,20,100,190.77,260.0,216.22,199.03,91.23,349.1,Rejected
PRJ-0969,20,100,109.59,31.97,100.9,109.74,40.75,71.74,Accepted
PRJ-0970,20,100,260.22,347.81,270.61,256.78,98.23,408.15,Rejected
PRJ-0971,20,100,125.51,197.55,139.43,131.85,68.69,193.97,Rejected
PRJ-0972,20,100,88.76,180.65,105.59,91.87,60.15,148.62,Rejected
PRJ-0973,20,100,146.02,110.54,133.03,143.22,52.16,112.65,Accepted
PRJ-0974,20,100,176.93,113.26,174.8,182.77,46.13,89.53,Accepted
PRJ-0975,20,100,205.34,280.17,212.35,203.2,77.92,251.18,Rejected
PRJ-0976,20,100,259.05,214.98,245.78,253.21,78.46,254.8,Rejected
PRJ-0977,20,100,99.05,52.12,93.2,99.0,43.35,79.99,Accepted
PRJ-0978,20,100,175.31,114.49,164.54,174.95,60.59,150.78,Accepted
PRJ-0979,20,100,142.26,269.24,149.41,134.48,66.89,183.83,Rejected
PRJ-0980,20,100,230.84,162.25,223.68,231.52,59.02,143.19,Accepted
PRJ-0981,20,100,190.47,320.98,211.62,191.04,79.33,260.66,Rejected
PRJ-0982,20,100,200.65,141.86,185.17,196.77,58.05,138.59,Accepted
PRJ-0983,20,100,193.22,244.55,207.3,199.87,75.84,237.53,Rejected
PRJ-0984,20,100,238.85,174.63,226.64,234.71,34.5,54.35,Accepted
PRJ-0985,20,100,211.16,325.99,224.22,206.93,88.89,330.55,Rejected
PRJ-0986,20,100,163.53,309.76,184.08,161.4,67.02,184.53,Rejected
PRJ-0987,20,100,147.69,77.5,136.93,143.24,53.14,116.73,Accepted
PRJ-0988,20,100,91.03,33.68,82.92,89.25,18.5,24.99,Accepted
PRJ-0989,20,100,149.43,76.62,140.55,152.72,51.98,111.91,Accepted
PRJ-0990,20,100,160.57,220.69,166.9,160.76,73.77,224.38,Rejected
PRJ-0991,20,100,203.43,141.47,196.31,202.22,42.54,77.37,Accepted
PRJ-0992,20,100,130.11,192.82,146.5,135.23,76.72,243.22,Rejected
PRJ-0993,20,100,119.89,84.6,122.72,126.66,47.25,93.59,Accepted
PRJ-0994,20,100,205.33,350.36,231.59,209.31,85.41,304.01,Rejected
PRJ-0995,20,100,151.31,97.71,150.41,154.57,30.2,44.34,Accepted
PRJ-0996,20,100,197.61,280.94,216.01,200.76,83.13,287.31,Rejected
PRJ-0997,20,100,211.66,310.31,224.93,213.77,100.0,423.88,Rejected
PRJ-0998,20,100,128.63,75.6,114.68,122.5,54.0,120.41,Accepted
PRJ-0999,20,100,63.16,157.89,75.15,57.5,72.29,215.26,Rejected
PRJ-1000,20,100,186.91,134.02,171.32,179.94,63.51,165.62,Accepted
