Proposal_ID,Total_Eval_Txs,Network_Nodes,Honest_Nodes,Malicious_Nodes,True_Inherent_Risk,Malicious_Nodes_Vote,Standard_DAO_Score,Final_AI_Risk_Score,AI_Correction_Delta
PRJ-0769,20,100,65,15,55.94,82.81,54.6,53.24,1.36
PRJ-0770,20,100,65,15,59.11,97.69,60.52,56.8,3.72
PRJ-0771,20,100,65,15,69.86,94.79,71.62,67.5,4.12
PRJ-0772,20,100,65,15,20.13,55.16,28.32,25.67,2.65
PRJ-0773,20,100,65,15,72.0,43.95,67.91,73.89,5.98
PRJ-0774,20,100,65,15,91.21,57.39,87.39,90.78,3.39
PRJ-0775,20,100,65,15,52.63,81.23,54.15,50.76,3.39
PRJ-0776,20,100,65,15,49.15,74.91,58.6,53.03,5.57
PRJ-0777,20,100,65,15,36.32,59.6,35.57,34.4,1.17
PRJ-0778,20,100,65,15,94.81,56.76,86.32,92.74,6.42
PRJ-0779,20,100,65,15,83.96,47.54,78.47,81.88,3.41
PRJ-0780,20,100,65,15,68.0,105.96,79.85,75.06,4.78
PRJ-0781,20,100,65,15,40.18,71.71,42.67,38.1,4.57
PRJ-0782,20,100,65,15,66.4,106.01,70.05,64.35,5.7
PRJ-0783,20,100,65,15,87.75,57.1,84.54,88.82,4.28
PRJ-0784,20,100,65,15,61.82,100.58,65.98,58.97,7.01
PRJ-0785,20,100,65,15,36.38,60.91,37.14,33.96,3.19
PRJ-0786,20,100,65,15,93.32,61.76,87.78,90.02,2.24
PRJ-0787,20,100,65,15,81.24,54.22,75.99,79.31,3.32
PRJ-0788,20,100,65,15,84.89,58.32,81.6,86.54,4.94
PRJ-0789,20,100,65,15,42.21,69.83,39.48,34.63,4.85
PRJ-0790,20,100,65,15,73.28,45.58,71.45,74.73,3.28
PRJ-0791,20,100,65,15,36.95,67.59,41.36,36.86,4.5
PRJ-0792,20,100,65,15,71.74,43.58,65.92,70.27,4.35
PRJ-0793,20,100,65,15,71.8,37.51,64.92,68.64,3.72
PRJ-0794,20,100,65,15,71.7,49.38,65.97,69.76,3.79
PRJ-0795,20,100,65,15,74.15,47.06,68.64,73.07,4.44
PRJ-0796,20,100,65,15,68.36,105.04,73.03,65.22,7.81
PRJ-0797,20,100,65,15,71.38,49.26,66.28,71.86,5.58
PRJ-0798,20,100,65,15,54.36,87.87,51.94,49.36,2.58
PRJ-0799,20,100,65,15,56.67,79.8,56.93,55.73,1.2
PRJ-0800,20,100,65,15,59.06,96.65,61.49,56.21,5.28
PRJ-0801,20,100,65,15,42.28,81.45,54.05,46.74,7.31
PRJ-0802,20,100,65,15,65.28,103.96,71.0,66.57,4.43
PRJ-0803,20,100,65,15,68.38,103.43,71.18,68.85,2.33
PRJ-0804,20,100,65,15,90.54,61.97,91.19,95.74,4.55
PRJ-0805,20,100,65,15,76.63,45.82,73.79,77.83,4.04
PRJ-0806,20,100,65,15,61.27,88.85,68.45,63.1,5.35
PRJ-0807,20,100,65,15,62.21,92.49,67.19,63.54,3.65
PRJ-0808,20,100,65,15,83.28,56.78,75.33,81.67,6.34
PRJ-0809,20,100,65,15,63.58,97.0,66.82,63.96,2.86
PRJ-0810,20,100,65,15,84.19,58.87,81.6,86.44,4.85
PRJ-0811,20,100,65,15,89.74,50.97,83.83,90.59,6.76
PRJ-0812,20,100,65,15,70.42,45.97,64.16,69.23,5.07
PRJ-0813,20,100,65,15,71.76,48.34,61.11,64.52,3.41
PRJ-0814,20,100,65,15,60.75,98.71,67.94,64.67,3.27
PRJ-0815,20,100,65,15,62.09,85.35,67.25,62.27,4.98
PRJ-0816,20,100,65,15,89.83,52.46,81.98,87.28,5.31
PRJ-0817,20,100,65,15,62.91,83.48,61.71,62.18,0.47
PRJ-0818,20,100,65,15,84.77,49.03,79.15,83.63,4.48
PRJ-0819,20,100,65,15,63.66,103.14,64.32,61.57,2.75
PRJ-0820,20,100,65,15,87.42,53.24,79.94,82.75,2.81
PRJ-0821,20,100,65,15,72.1,51.09,70.97,72.34,1.37
PRJ-0822,20,100,65,15,33.09,69.2,40.06,36.55,3.51
PRJ-0823,20,100,65,15,54.39,81.13,56.68,52.88,3.8
PRJ-0824,20,100,65,15,51.55,72.58,53.7,52.5,1.2
PRJ-0825,20,100,65,15,21.4,51.99,22.14,19.36,2.78
PRJ-0826,20,100,65,15,40.53,76.64,42.88,40.01,2.87
PRJ-0827,20,100,65,15,55.9,83.12,59.5,56.9,2.59
PRJ-0828,20,100,65,15,54.58,75.71,58.47,58.06,0.41
PRJ-0829,20,100,65,15,63.55,96.38,64.83,61.6,3.23
PRJ-0830,20,100,65,15,74.12,36.21,68.48,74.21,5.73
PRJ-0831,20,100,65,15,49.97,83.41,49.12,46.31,2.81
PRJ-0832,20,100,65,15,57.48,93.97,66.88,61.13,5.75
PRJ-0833,20,100,65,15,48.44,81.87,50.47,47.0,3.48
PRJ-0834,20,100,65,15,84.96,45.11,77.63,82.84,5.21
PRJ-0835,20,100,65,15,78.39,49.04,76.33,81.93,5.6
PRJ-0836,20,100,65,15,75.68,47.14,74.14,74.52,0.38
PRJ-0837,20,100,65,15,75.69,37.0,65.1,69.38,4.28
PRJ-0838,20,100,65,15,71.56,40.44,70.33,74.24,3.91
PRJ-0839,20,100,65,15,50.72,88.03,52.67,48.45,4.22
PRJ-0840,20,100,65,15,77.45,43.92,74.22,77.03,2.81
PRJ-0841,20,100,65,15,90.01,61.43,90.9,94.6,3.71
PRJ-0842,20,100,65,15,91.73,67.2,87.54,92.4,4.86
PRJ-0843,20,100,65,15,49.25,73.62,58.49,53.93,4.56
PRJ-0844,20,100,65,15,75.43,54.53,75.36,78.34,2.98
PRJ-0845,20,100,65,15,52.3,78.94,61.07,57.36,3.71
PRJ-0846,20,100,65,15,64.41,86.05,66.97,63.98,2.99
PRJ-0847,20,100,65,15,48.94,74.86,52.71,52.4,0.31
PRJ-0848,20,100,65,15,67.84,88.85,71.65,68.96,2.69
PRJ-0849,20,100,65,15,67.77,89.16,72.85,70.68,2.17
PRJ-0850,20,100,65,15,95.0,68.18,88.97,93.69,4.72
PRJ-0851,20,100,65,15,62.41,88.28,69.12,65.66,3.46
PRJ-0852,20,100,65,15,54.0,92.01,64.15,60.14,4.01
PRJ-0853,20,100,65,15,74.58,48.66,73.86,77.42,3.56
PRJ-0854,20,100,65,15,67.22,99.9,69.98,67.75,2.23
PRJ-0855,20,100,65,15,61.43,94.73,63.8,60.76,3.04
PRJ-0856,20,100,65,15,82.59,59.9,77.47,78.12,0.65
PRJ-0857,20,100,65,15,68.47,103.05,74.27,70.51,3.76
PRJ-0858,20,100,65,15,51.91,71.91,55.0,51.77,3.23
PRJ-0859,20,100,65,15,51.26,90.41,63.28,57.48,5.81
PRJ-0860,20,100,65,15,67.01,88.72,79.75,73.5,6.25
PRJ-0861,20,100,65,15,32.71,57.52,33.46,32.99,0.47
PRJ-0862,20,100,65,15,87.55,65.62,81.85,85.37,3.52
PRJ-0863,20,100,65,15,86.28,59.74,81.28,81.29,0.01
PRJ-0864,20,100,65,15,70.07,36.62,58.56,64.63,6.07
PRJ-0865,20,100,65,15,47.7,70.27,54.32,51.68,2.64
PRJ-0866,20,100,65,15,50.93,84.94,61.52,57.28,4.24
PRJ-0867,20,100,65,15,72.98,40.6,74.11,76.11,2.0
PRJ-0868,20,100,65,15,65.0,97.34,63.74,61.64,2.09
PRJ-0869,20,100,65,15,59.58,91.29,64.99,61.22,3.77
PRJ-0870,20,100,65,15,50.27,71.41,52.03,48.59,3.43
PRJ-0871,20,100,65,15,67.94,100.7,66.45,63.74,2.71
PRJ-0872,20,100,65,15,68.87,93.92,76.41,74.5,1.91
PRJ-0873,20,100,65,15,78.71,51.41,76.37,76.67,0.3
PRJ-0874,20,100,65,15,73.61,49.81,75.52,75.26,0.26
PRJ-0875,20,100,65,15,72.54,52.12,75.1,77.97,2.87
PRJ-0876,20,100,65,15,61.36,96.69,65.46,60.84,4.62
PRJ-0877,20,100,65,15,49.6,84.73,54.38,51.98,2.4
PRJ-0878,20,100,65,15,89.43,50.73,75.69,80.84,5.16
PRJ-0879,20,100,65,15,57.21,84.77,61.96,57.56,4.4
PRJ-0880,20,100,65,15,66.16,96.28,68.84,65.49,3.35
PRJ-0881,20,100,65,15,71.87,49.57,63.16,67.0,3.84
PRJ-0882,20,100,65,15,39.69,67.44,46.32,41.24,5.08
PRJ-0883,20,100,65,15,54.36,90.64,62.04,59.36,2.68
PRJ-0884,20,100,65,15,67.67,106.76,75.4,69.73,5.67
PRJ-0885,20,100,65,15,63.84,91.87,70.06,63.61,6.45
PRJ-0886,20,100,65,15,92.11,64.27,85.22,88.78,3.56
PRJ-0887,20,100,65,15,72.59,35.15,72.05,73.42,1.37
PRJ-0888,20,100,65,15,82.86,46.8,76.61,78.78,2.17
PRJ-0889,20,100,65,15,52.76,80.68,59.68,54.91,4.77
PRJ-0890,20,100,65,15,67.09,90.11,67.72,64.82,2.89
PRJ-0891,20,100,65,15,94.59,58.02,87.92,91.04,3.12
PRJ-0892,20,100,65,15,87.34,54.73,79.86,85.22,5.36
PRJ-0893,20,100,65,15,72.37,49.88,70.7,73.72,3.03
PRJ-0894,20,100,65,15,63.52,84.32,65.29,64.09,1.2
PRJ-0895,20,100,65,15,71.54,38.09,63.63,65.34,1.71
PRJ-0896,20,100,65,15,66.89,105.9,75.18,71.15,4.03
PRJ-0897,20,100,65,15,54.88,82.5,64.21,57.58,6.62
PRJ-0898,20,100,65,15,52.52,90.57,56.71,52.68,4.03
PRJ-0899,20,100,65,15,45.61,82.02,48.21,43.97,4.24
PRJ-0900,20,100,65,15,63.84,90.9,72.16,67.19,4.98
PRJ-0901,20,100,65,15,68.79,104.48,78.17,73.85,4.33
PRJ-0902,20,100,65,15,81.52,42.36,77.92,79.56,1.64
PRJ-0903,20,100,65,15,95.0,63.57,93.74,97.62,3.88
PRJ-0904,20,100,65,15,45.86,76.32,54.82,51.03,3.79
PRJ-0905,20,100,65,15,75.43,52.16,69.38,71.8,2.41
PRJ-0906,20,100,65,15,52.93,80.66,54.43,51.25,3.19
PRJ-0907,20,100,65,15,63.09,90.74,57.35,57.46,0.1
PRJ-0908,20,100,65,15,95.0,64.89,90.66,94.18,3.52
PRJ-0909,20,100,65,15,90.44,51.24,88.73,94.87,6.14
PRJ-0910,20,100,65,15,80.35,59.44,83.11,86.4,3.29
PRJ-0911,20,100,65,15,58.18,80.65,60.85,57.91,2.94
PRJ-0912,20,100,65,15,63.79,90.95,65.03,60.24,4.79
PRJ-0913,20,100,65,15,79.67,51.45,74.79,75.45,0.66
PRJ-0914,20,100,65,15,85.8,65.32,76.6,77.95,1.35
PRJ-0915,20,100,65,15,49.84,76.15,57.37,51.49,5.89
PRJ-0916,20,100,65,15,74.97,53.03,67.27,69.97,2.71
PRJ-0917,20,100,65,15,72.44,42.94,68.51,71.27,2.76
PRJ-0918,20,100,65,15,94.03,58.38,82.99,88.85,5.85
PRJ-0919,20,100,65,15,65.68,93.87,68.5,65.57,2.93
PRJ-0920,20,100,65,15,44.41,79.03,51.67,45.28,6.39
PRJ-0921,20,100,65,15,90.68,53.35,82.98,86.05,3.08
PRJ-0922,20,100,65,15,72.13,49.33,67.92,71.5,3.58
PRJ-0923,20,100,65,15,84.19,44.26,75.39,78.4,3.01
PRJ-0924,20,100,65,15,27.6,55.52,30.08,27.87,2.21
PRJ-0925,20,100,65,15,56.27,84.64,57.65,53.45,4.19
PRJ-0926,20,100,65,15,95.0,63.49,87.3,94.57,7.26
PRJ-0927,20,100,65,15,63.45,87.65,70.95,64.07,6.88
PRJ-0928,20,100,65,15,88.92,57.64,84.7,90.43,5.73
PRJ-0929,20,100,65,15,78.19,43.49,75.01,76.89,1.87
PRJ-0930,20,100,65,15,69.7,92.36,79.91,73.4,6.51
PRJ-0931,20,100,65,15,57.03,82.79,58.88,54.0,4.87
PRJ-0932,20,100,65,15,95.0,69.29,90.46,94.11,3.65
PRJ-0933,20,100,65,15,74.61,52.78,71.23,74.31,3.07
PRJ-0934,20,100,65,15,45.51,73.66,57.76,51.73,6.03
PRJ-0935,20,100,65,15,79.38,41.56,74.49,79.12,4.63
PRJ-0936,20,100,65,15,81.11,52.52,80.44,84.45,4.01
PRJ-0937,20,100,65,15,69.81,95.19,70.19,68.78,1.4
PRJ-0938,20,100,65,15,69.3,95.43,69.75,66.98,2.77
PRJ-0939,20,100,65,15,95.0,73.37,100.11,100.0,0.11
PRJ-0940,20,100,65,15,46.66,72.32,47.88,43.43,4.46
PRJ-0941,20,100,65,15,83.59,44.94,80.23,83.5,3.27
PRJ-0942,20,100,65,15,74.06,42.77,72.16,74.76,2.6
PRJ-0943,20,100,65,15,83.89,46.29,77.56,84.56,7.0
PRJ-0944,20,100,65,15,80.11,55.69,77.26,79.62,2.36
PRJ-0945,20,100,65,15,95.0,59.8,92.07,95.55,3.49
PRJ-0946,20,100,65,15,53.14,77.33,50.11,48.79,1.33
PRJ-0947,20,100,65,15,65.51,101.15,70.54,66.23,4.3
PRJ-0948,20,100,65,15,70.94,31.62,69.69,73.83,4.15
PRJ-0949,20,100,65,15,50.21,81.71,57.97,52.03,5.94
PRJ-0950,20,100,65,15,78.42,52.18,70.14,75.6,5.45
PRJ-0951,20,100,65,15,93.47,65.36,84.9,89.08,4.18
PRJ-0952,20,100,65,15,76.46,40.79,67.57,72.53,4.96
PRJ-0953,20,100,65,15,61.46,98.38,69.71,64.83,4.88
PRJ-0954,20,100,65,15,69.0,90.25,65.78,63.62,2.16
PRJ-0955,20,100,65,15,50.15,86.33,53.08,49.48,3.59
PRJ-0956,20,100,65,15,48.29,85.46,55.28,49.21,6.08
PRJ-0957,20,100,65,15,71.12,32.22,67.69,72.5,4.8
PRJ-0958,20,100,65,15,52.62,82.63,58.59,52.23,6.36
PRJ-0959,20,100,65,15,67.41,103.46,76.05,73.34,2.7
PRJ-0960,20,100,65,15,54.08,87.33,59.84,54.96,4.88
PRJ-0961,20,100,65,15,75.97,38.8,71.12,76.54,5.42
PRJ-0962,20,100,65,15,70.08,35.24,63.47,69.27,5.8
PRJ-0963,20,100,65,15,47.85,68.93,52.42,50.32,2.1
PRJ-0964,20,100,65,15,66.09,103.08,76.66,69.21,7.45
PRJ-0965,20,100,65,15,48.21,71.99,51.54,47.94,3.6
PRJ-0966,20,100,65,15,83.44,51.35,84.22,85.94,1.72
PRJ-0967,20,100,65,15,84.13,62.02,82.12,84.15,2.03
PRJ-0968,20,100,65,15,77.59,43.65,76.24,79.66,3.42
PRJ-0969,20,100,65,15,78.08,49.93,71.53,75.77,4.24
PRJ-0970,20,100,65,15,69.99,102.62,75.59,71.14,4.45
PRJ-0971,20,100,65,15,51.26,86.77,54.53,49.55,4.98
PRJ-0972,20,100,65,15,69.61,89.83,69.74,66.86,2.89
PRJ-0973,20,100,65,15,71.36,44.48,63.1,68.61,5.51
PRJ-0974,20,100,65,15,45.26,82.86,48.42,40.41,8.01
PRJ-0975,20,100,65,15,95.0,61.74,93.97,100.0,6.03
PRJ-0976,20,100,65,15,63.4,91.85,69.88,62.72,7.16
PRJ-0977,20,100,65,15,55.67,84.05,62.55,58.57,3.99
PRJ-0978,20,100,65,15,81.05,46.0,71.71,75.55,3.84
PRJ-0979,20,100,65,15,34.72,61.62,41.42,36.92,4.5
PRJ-0980,20,100,65,15,63.17,83.17,62.2,59.23,2.97
PRJ-0981,20,100,65,15,54.28,82.89,60.55,56.74,3.81
PRJ-0982,20,100,65,15,67.52,94.5,68.51,66.47,2.03
PRJ-0983,20,100,65,15,86.43,65.72,78.69,81.21,2.52
PRJ-0984,20,100,65,15,69.94,105.98,73.77,69.65,4.12
PRJ-0985,20,100,65,15,54.62,91.85,56.67,50.38,6.29
PRJ-0986,20,100,65,15,95.0,55.22,93.13,96.07,2.93
PRJ-0987,20,100,65,15,69.83,100.6,71.99,69.11,2.87
PRJ-0988,20,100,65,15,77.35,50.44,72.19,76.66,4.47
PRJ-0989,20,100,65,15,74.97,54.96,73.9,74.73,0.84
PRJ-0990,20,100,65,15,57.54,82.21,56.79,53.98,2.82
PRJ-0991,20,100,65,15,38.43,75.95,39.49,37.47,2.01
PRJ-0992,20,100,65,15,46.57,73.18,53.28,48.54,4.74
PRJ-0993,20,100,65,15,62.75,86.03,62.47,60.68,1.79
PRJ-0994,20,100,65,15,47.42,80.11,52.44,47.53,4.9
PRJ-0995,20,100,65,15,67.72,91.09,75.52,72.54,2.98
PRJ-0996,20,100,65,15,58.81,97.51,67.89,63.81,4.07
PRJ-0997,20,100,65,15,62.53,90.08,64.1,62.04,2.06
PRJ-0998,20,100,65,15,49.76,72.96,48.36,49.07,0.71
PRJ-0999,20,100,65,15,51.61,87.54,58.1,53.73,4.37
PRJ-1000,20,100,65,15,35.47,58.59,44.38,40.1,4.28
